term,freq,parts
채권양도거래,51,채권 양도 거래
3기타포괄손익누계액,51,기타 포괄 손익 누계
유상감자,51,유상 감자
매도가능금융자산처분손실,51,매도 가능 금융 자산 처분 손실
차량통신,51,차량 통신
하나은행등,51,하나은행
합병승인이사회결의일,51,합병 승인 이사회 결의
등기임원,51,등기 임원
분할신설회사,51,분할 신설 회사
선물환거래약정,51,선물환 거래 약정
부서명,51,부서
외화장기차입금,51,외화 장기 차입금
자본잉여금주19,51,자본 잉여금
금융부채유형,51,금융 부채 유형
기타유동자산주8,51,기타 유동 자산
매각예정대체,51,매각 예정 대체
채권형펀드,51,채권 펀드
주식형펀드,51,주식 펀드
종속기업신종자본증권배당,51,종속 기업 신종 자본 증권 배당
기타옵션,51,기타 옵션
신규발생,51,신규 발생
공사손실충당금환입액,51,공사 손실 충당금
박성연,51,박성
퇴직보험예치금,51,퇴직 보험 예치금
여신기관,51,여신 기관
계약체결시기,51,계약 체결 시기
공정가치측정금융자산처분이익,51,공정 가치 측정 금융 자산 처분 이익
김홍진,51,홍진
종업원대여금,51,종업원 대여금
무신용장방식DA,51,신용장 방식 DA
SBJ은행,51,SBJ 은행
사용권자산특수관계자,51,사용 자산 특수 관계자
리스부채특수관계자,51,리스 부채 특수 관계자
사업본부,51,사업 본부
평가이익당기손익,51,평가 이익 당기 손익
하나벤처스1호신기술투자조합,51,하나벤처스1호 기술 투자 조합
기타이익손실,51,기타 이익 손실
인사이트홀딩스주식회사,51,인사이트 홀딩스 주식회사
사업처분이익,51,사업 처분 이익
사모무기명식무보증전환사채,51,사모 기명 보증 전환 사채
손실충당금환입전입,51,손실 충당금 전입
컨소시엄계,51,컨소시엄
철도B,51,철도
철도C,51,철도
철도I,51,철도
철도L,51,철도
철도M,51,철도
철도O,51,철도
철도Q,51,철도
철도U,51,철도
철도Y,51,철도
철도AA,51,철도 AA
철도AB,51,철도 AB
철도AC,51,철도 AC
철도AD,51,철도 AD
철도AE,51,철도 AE
철도AF,51,철도 AF
철도AG,51,철도 AG
철도AJ,51,철도 AJ
철도AN,51,철도 AN
철도AO,51,철도 AO
철도AQ,51,철도 AQ
철도AR,51,철도 AR
철도AS,51,철도 AS
철도AU,51,철도 AU
현대아산주,51,현대아산
원재료저장품및상품사용액,51,원재료 저장 상품 사용액
해외사업환산차손익,51,해외 사업 환산 손익
계약지급인허가,51,계약 지급 인허가
차입금관련지급보증,51,차입금 관련 지급 보증
공공요금비용,50,공공요금 비용
비유동공정가치측정금융자산,50,유동 공정 가치 측정 금융 자산
투자자산평가손실,50,투자 자산 평가 손실
기타유동자산처분이익,50,기타 유동 자산 처분 이익
지역요인,50,지역 요인
개별요인,50,개별 요인
기말배출권수량,50,기말 배출 수량
당기소멸수량,50,당기 소멸 수량
영업수익합계,50,영업 수익 합계
투자적격등급,50,투자 적격 등급
계열사대표이사후보추천위원회,50,계열사 대표 이사 후보 추천 위원회
GDP성장률,50,GDP 성장
사망위험,50,사망 위험
장부금액자산,50,장부 금액 자산
장부금액부채,50,장부 금액 부채
실행잔액,50,실행 잔액
정부보조금증감,50,정부 보조금 증감
장기기타보증금,50,장기 기타 보증금
자금상환특수관계자거래,50,자금 상환 특수 관계자 거래
비유동상각후원가측정금융자산,50,유동 상각 원가 측정 금융 자산
모빌리티솔루션,50,모빌리티 솔루션
원재료총액,50,원재료 총액
재공품총액,50,총액
기타자산합계,50,기타 자산 합계
기명식보통주,50,기명 보통주
주식기말,50,주식 기말
외화자산,50,외화 자산
금리스왑,50,금리 스왑
비유동지분증권,50,유동 지분 증권
금융상품평가손익,50,금융 상품 평가 손익
MUFG은행,50,MUFG 은행
SMBC은행,50,SMBC 은행
SK에코플랜트,50,SK 에코플랜트
종업원급여자산,50,종업원 급여 자산
운휴자산상각비,50,자산 상각
관찰값,50,관찰
지티엑스씨,50,지티엑스
원재료명,50,원재료
전자부품,50,전자 부품
기계부품,50,기계 부품
두산신기술투자조합1호,50,두산 기술 투자 조합
배당금수령액,50,배당금 수령액
보통주전환,50,보통주 전환
금융투자업부문,50,금융 투자업 부문
VI이익잉여금,50,VI 이익 잉여금
신용스왑,50,신용 스왑
제6회공모채권형신종자본증권,50,공모 채권 신종 자본 증권
I현금및현금성자산,50,현금 자산
제483회무보증공모사채,50,보증 공모 사채
국민은행홍콩,50,국민은행 홍콩
비유동채무합계,50,유동 채무 합계
계약건수,50,계약 건수
평가금액,50,평가 금액
설정원본,50,설정 원본
수금사무비,50,수금 사무
월거래량,50,거래량
서민금융진흥원,50,서민 금융 진흥원
연도별차이,50,연도 차이
재보험계약부채자산,50,보험 계약 부채 자산
실행취득,50,실행 취득
유배당보험,50,배당 보험
변동금액,50,변동 금액
자본영향,50,자본 영향
할당취소,50,할당 취소
감가상각누계액손상포함,50,감가상각 누계 손상 포함
단기상각후원가금융자산,50,단기 상각 원가 금융 자산
내부매출액및연결조정,50,내부 매출액 연결 조정
지적재산권,50,재산
금융지주회사,50,금융 지주 회사
기타차입부채,50,기타 차입 부채
에스솔루션피엠주,50,에스솔루션피엠
지아이비서리풀주,50,지아이비서리풀
기말리스채권,50,기말 리스 채권
연구기자재,50,연구 기자재
비손상채권,50,손상 채권
주YG인베스트먼트,50,YG 인베스트먼트
비지배지분부채조정이익,50,지배 지분 부채 조정 이익
와이지인피니티신기술투자조합,50,와이지인피니티 기술 투자 조합
장기차입금계,50,장기 차입금
금융자산계,50,금융 자산
종업원급여재측정요소,50,종업원 급여 측정 요소
기타종업원급여부채,50,기타 종업원 급여 부채
3차주식기준보상,50,주식 기준 보상
7차주식기준보상,50,주식 기준 보상
25차주식기준보상,50,주식 기준 보상
36차주식기준보상,50,주식 기준 보상
감가상각비및손상차손,50,감가상각비 손상
핵심예금,50,핵심 예금
주식선택권부여,50,주식 선택 부여
영암큐파워솔라팜1호주식회사,50,영암큐파워솔라팜1호 주식회사
한화정밀기계주,50,한화 정밀 기계
기타손익조정,50,기타 손익 조정
HECIHelios4SRL,50,HECIHelios SRL
HECIHelios5SRL,50,HECIHelios SRL
HECIHelios6SRL,50,HECIHelios SRL
HECIHelios7SRL,50,HECIHelios SRL
HECIHelios8SRL,50,HECIHelios SRL
USD단위USD,50,USD 단위
공동영업,50,공동 영업
기타비유동금융자산파생상품,50,기타 유동 금융 자산 파생 상품
기타비유동금융부채파생상품,50,기타 유동 금융 부채 파생 상품
판매보증비환입판관비,50,판매 보증 판관
기초충당자산,50,기초 충당 자산
기말충당자산,50,기말 충당 자산
SI부문,50,SI 부문
사채공정가치위험회피적용,50,사채 공정 가치 위험 회피 적용
그랜드제오차유,50,그랜드제오차
의령풍력발전주,49,의령 풍력 발전
회수가능액평가방법,49,회수 가능 평가 방법
파생금융자산감소증가,49,파생 금융 자산 감소 증가
공시지가기준평가법,49,공시 지가 기준 평가법
순자산금액,49,순자산 금액
투입변수범위,49,투입 변수 범위
서승환,49,
회계팀,49,회계
할부자산,49,할부 자산
보험계약관련변동손익,49,보험 계약 관련 변동 손익
예금보험공사채,49,예금보험공사
토지개발채권,49,토지 개발 채권
중기채,49,중기
은행채,49,은행
91일이상120일이내,49,이상 이내
사채만기일,49,사채 만기일
원재료평가충당금,49,원재료 평가 충당금
비상장주식등,49,상장 주식
이동전화,49,이동 전화
시가배당률,49,시가 배당
SK하이닉스주,49,SK 하이닉스
한국에너지공단원화,49,한국에너지공단 원화
폐기물처리등,49,폐기물 처리
비유동미수금,49,유동 미수금
기타수익및비용,49,기타 수익 비용
처분액,49,처분
뉴웨이브신기술금융조합제2호,49,웨이브 기술 금융 조합
수량변동내역,49,수량 변동 내역
프로젝트쌍촌,49,프로젝트
코스모그린,49,코스모 그린
부동산금융,49,부동산 금융
4신종자본증권발행,49,신종 자본 증권 발행
평가회사신용평가등급범위,49,평가 회사 신용 등급 범위
법인세환급액부담액,49,법인세 환급 부담액
수입배당금,49,수입 배당금
자산매각,49,자산 매각
상각후원가측정금융자산비유동,49,상각 원가 측정 금융 자산 유동
와이지스텔라신기술투자조합,49,와이지스텔라 기술 투자 조합
차이금액,49,차이 금액
전입액배출부채,49,전입 배출 부채
박원철,49,
집기와비품,49,집기 비품
공정가치위험회피수단평가손익,49,공정 가치 위험 회피 수단 평가 손익
효제피에프브이주식회사,49,효제피에프브이 주식회사
군산바이오에너지,49,군산 바이오 에너지
공사연체대출상환청구소송,49,공사 연체 대출 상환 청구 소송
이승석,49,이승
현금결제형,49,현금 결제
장기기타금융자산,49,장기 기타 금융 자산
확정계약평가손실이익,49,확정 계약 평가 손실 이익
안전관리,49,안전 관리
하남공업,49,하남 공업
배출충당부채전입액,49,배출 충당 부채 전입
치킨신제품,48,치킨 제품
기타손실합계,48,기타 손실 합계
퇴직급여비용,48,퇴직 급여 비용
지배지분순이익,48,지배 지분 순이익
해외매출,48,해외 매출
유동성금융기관차입금사채제외,48,유동 금융 기관 차입금 사채 제외
투자부동산임대수익,48,투자 부동산 임대 수익
기본주당손실,48,기본 손실
보증금비유동,48,보증금 유동
내부회계관리제도감사의견,48,내부 회계 관리 제도 감사 의견
국민은행홍콩지점,48,국민은행 홍콩 지점
국민은행런던지점,48,국민은행 런던 지점
국민은행오클랜드지점,48,국민은행 오클랜드 지점
국민은행싱가포르지점,48,국민은행 싱가포르 지점
수입부금,48,수입 부금
상속증여신탁,48,상속 증여 신탁
연금저축펀드,48,연금 저축 펀드
무역거래서비스,48,무역 거래 서비스
상해보험,48,상해 보험
실적배당신탁,48,실적 배당 신탁
실적배당신탁계,48,실적 배당 신탁
주식유형군,48,주식 유형
가치형,48,가치
해외형,48,해외
채권유형군,48,채권 유형
모델형,48,모델
기타유형군,48,기타 유형
자산배분형,48,자산 배분
개인종합자산관리랩,48,개인 종합 자산 관리
장기주택마련저축,48,장기 주택 마련 저축
자유적립예금,48,자유 적립 예금
PEF투자자산,48,PEF 투자 자산
전산장비판매,48,전산 장비 판매
미국뉴욕,48,미국 뉴욕
시장위험가중자산,48,시장 위험 가중 자산
운영위험가중자산,48,운영 위험 가중 자산
대손충당금비율,48,대손 충당금 비율
여신현황,48,여신 현황
제11회신종자본증권,48,신종 자본 증권
출자등,48,출자
제92회상각형조건부자본증권,48,상각 조건 자본 증권
외국통화매입,48,외국 통화 매입
외국통화매도,48,외국 통화 매도
KB네트워크환전서비스,48,KB 네트워크 환전 서비스
KB외화기프티콘서비스,48,KB 외화 기프티콘 서비스
KBPOST외화배달서비스,48,KBPOST 외화 배달 서비스
KB외화머니박스환전서비스,48,KB 외화 머니 박스 환전 서비스
당발송금,48,발송
인터넷기업전용송금서비스,48,인터넷 기업 전용 송금 서비스
KB외환다이렉트뱅킹서비스,48,KB 외환 다이렉트 뱅킹 서비스
외환고객알림서비스,48,외환 고객 알림 서비스
김민호,48,김민
기본자본,48,기본 자본
신계약인식효과,48,계약 인식 효과
기업여신,48,기업 여신
재보험서비스수익,48,재보험 서비스 수익
이익잉여금대체,48,이익 잉여금 대체
박상효,48,박상
유가증권종류별,48,유가 증권 종류
매도가능금융자산관련손실,48,매도 가능 금융 자산 관련 손실
전체관계기업및공동기업,48,전체 관계 기업 공동
손상차손및환입,48,손상
AC계약,48,AC 계약
AH계약,48,AH 계약
AJ계약,48,AJ 계약
AK계약,48,AK 계약
AL계약,48,AL 계약
AM계약,48,AM 계약
AN계약,48,AN 계약
AO계약,48,AO 계약
AP계약,48,AP 계약
AQ계약,48,AQ 계약
AR계약,48,AR 계약
AS계약,48,AS 계약
AT계약,48,AT 계약
단기대여금총액,48,단기 대여금 총액
단기미수금총액,48,단기 미수금 총액
IDC건물,48,IDC 건물
전용회선,48,전용 회선
주식회사스튜디오호호이,48,주식회사 스튜디오
채권자이의제출공고,48,채권자 이의 제출 공고
법인세추납액,48,법인세
단기미지급배당금,48,단기 지급 배당금
기초금융상품,48,기초 금융 상품
주포스코에이앤씨건축사사무소,48,주포스코에이앤씨 건축사 사무소
유동채무증권,48,유동 채무 증권
기업합리화적립금,48,기업 합리 적립금
제181회무보증사채,48,보증 사채
배당수익특수관계자거래,48,배당 수익 특수 관계자 거래
사용수익권,48,사용 수익
종속회사명,48,종속 회사명
액면가액합계,48,액면 가액 합계
무선통신계약,48,무선 통신 계약
현지통화,48,현지 통화
영업비용특수관계자거래,48,영업 비용 특수 관계자 거래
2차전지소재사업,48,전지 소재 사업
제품보증충당부채,48,제품 보증 충당 부채
정보처리비판관비,48,정보 처리 비판
기술개발준비금,48,기술 개발 준비금
김재웅,48,
거래평가이익,48,거래 평가 이익
거래평가손실,48,거래 평가 손실
을지트윈타워동관,48,을지 트윈 타워
을지트윈타워서관,48,을지트윈타워 서관
단기기타지급채무소계,48,단기 기타 지급 채무
유동성분류,48,유동 분류
보증금액연결분,48,보증 금액 연결
소액기초자산리스관련비용,48,소액 기초 자산 리스 관련 비용
대여금및미수금,48,대여금 미수금
유동성판매보증충당부채,48,유동 판매 보증 충당 부채
집합투자업,48,집합 투자
III파생금융자산,48,III 파생 금융 자산
VI관계공동기업투자,48,VI 관계 공동 기업 투자
X리스자산,48,리스 자산
XIII보험계약자산,48,XIII 보험 계약 자산
적립환입예정금액,48,적립 예정 금액
삼성물산주식회사,48,삼성물산 주식회사
품질보상,48,품질 보상
기초선수금,48,기초 선수금
리스부채사용권자산,48,리스 부채 사용 자산
파생상품평가옵션,48,파생 상품 평가 옵션
미청구,48,청구
기타적립금합계,48,기타 적립금 합계
이재언,48,이재
III당기손익인식금융자산,48,III 당기 손익 인식 금융 자산
V매도가능금융자산,48,매도 가능 금융 자산
VI상각후원가측정유가증권,48,VI 상각 원가 측정 유가 증권
VII만기보유금융자산,48,VII 만기 보유 금융 자산
XVI투자부동산,48,XVI 투자 부동산
XVII유형자산,48,XVII 유형 자산
XVIII무형자산,48,XVIII 무형 자산
보험계약마진상각액합계,48,보험 계약 마진 상각 합계
임원성과급,48,임원 성과급
내부거래조정,48,내부 거래 조정
금리연동형유배당,48,금리 연동 배당
실적배당형,48,실적 배당
변액건강,48,건강
장기선급금및선급비용,48,장기 선급금 비용
환불자산평가손실환입,48,환불 자산 평가 손실
법정적립금과임의적립금합계,48,법정 적립금 임의 합계
원화매도금액,48,원화 매도 금액
원화매입금액,48,원화 매입 금액
분기말재보험계약자산,48,분기 보험 계약 자산
분기말재보험계약부채,48,분기 보험 계약 부채
보험미지급금,48,보험 지급금
차감진행청구액,48,차감 진행 청구액
차량운반구사용권자산,48,차량 운반 사용 자산
에스퍼스트엘주,48,에스 퍼스트
보험료배분접근법미적용,48,보험료 배분 접근법 적용
매각폐기,48,매각 폐기
전환사채상환할증금,48,전환 사채 상환 할증
재화판매,48,재화 판매
동반매도청구권,48,동반 매도 청구
주요고객수,48,주요 고객
유형자산소유분,48,유형 자산 소유
한은차입금,48,한은 차입금
신용손실전입환입,48,신용 손실 전입
주식회사광주신세계,48,주식회사 광주신세계
공사매출원가,48,공사 매출 원가
모바일광고시장,48,모바일 광고 시장
금융부채계,48,금융 부채
희석주당순이익원주,48,희석 순이익
지분상품상장,48,지분 상품 상장
기계시설및선로시설,48,기계 시설 선로
비유동소송충당부채,48,유동 소송 충당 부채
유동성기타채무,48,유동 기타 채무
저작권특허권기타산업재산권,48,저작 특허 기타 산업 재산
저작권특허권,48,저작 특허
한화엔진주식회사,48,한화 엔진 주식회사
통화선도매매목적,48,통화 선도 매매 목적
출원건,48,출원
등록건,48,등록
자금차입특수관계자거래,48,자금 차입 특수 관계자 거래
물류사업및해운업,48,물류 사업 해운업
미실현보유손익,48,실현 보유 손익
미착시설,48,시설
차량용SW부문,48,차량 SW 부문
현대차ADAS표준SW플랫폼,48,현대차 ADAS 표준 SW 플랫폼
현대오일뱅크주,48,현대오일뱅크
할인전리스부채,48,할인 리스 부채
현대아이에프씨주,48,현대아이에프씨
직접운영비용,48,직접 운영 비용
시장가치,47,시장 가치
공급자금융약정,47,공급자 금융 약정
기말대여금,47,기말 대여금
기타특수관계자1,47,기타 특수 관계자
옵션가격결정모형,47,옵션 가격 결정 모형
국민은행중국유한공사,47,국민은행 중국 유한 공사
고정이하자산,47,고정 이하 자산
고정이하자산비율,47,고정 이하 자산 비율
공탁보증,47,공탁 보증
Aa1Aa2Aa3,47,Aa
Baa1Baa2Baa3,47,Baa
투기등급,47,투기 등급
대손준비금전입액,47,대손 준비금 전입
부여인원수,47,부여 인원
코카콜라음료주,47,코카콜라 음료
결제방법,47,결제 방법
기타영업자산부채증감,47,기타 영업 자산 부채 증감
준법지원팀,47,준법 지원
가입자수,47,가입자
매도가능증권처분손익,47,매도 가능 증권 처분 손익
김연태,47,김연
취득경로,47,취득 경로
주식기준보상약정합계,47,주식 기준 보상 약정 합계
4당기법인세부채,47,당기 법인세 부채
도시개발사업,47,도시 개발 사업
세전중단영업이익,47,세전 중단 영업 이익
주요일정,47,주요 일정
에너지소재,47,에너지 소재
관계기업손익,47,관계 기업 손익
ING은행,47,ING 은행
법인세차감후기타포괄손익,47,법인세 차감 기타 포괄 손익
김혜경,47,
장기투자증권평가손실,47,장기 투자 증권 평가 손실
토지재평가차익,47,토지 평가 차익
보유보험료,47,보유 보험료
III당기법인세부채,47,III 당기 법인세 부채
II신종자본증권,47,II 신종 자본 증권
III자본잉여금,47,III 자본 잉여금
신용위험조정액,47,신용 위험 조정
위험회피회계파생상품평가이익,47,위험 회피 회계 파생 상품 평가 이익
위험회피회계파생상품평가손실,47,위험 회피 회계 파생 상품 평가 손실
단기소액리스료,47,단기 소액 리스료
고정이하채권비율,47,고정 이하 채권 비율
관계기업투자자산평가이익,47,관계 기업 투자 자산 평가 이익
삼성복지재단,47,삼성 복지 재단
김윤태,47,김윤
재보험자불이행위험변동액,47,보험자 이행 위험 변동
유입현금흐름,47,유입 현금 흐름
보험계약대출금,47,보험 계약 대출금
타임로보틱스신기술투자조합,47,타임로보틱스 기술 투자 조합
취득및처분,47,취득 처분
주진화,47,진화
심천세나과기유한공사,47,심천세나과기 유한 공사
미이행출자약정금액,47,이행 출자 약정 금액
비지배지분부채조정손실,47,지배 지분 부채 조정 손실
와이지핀테크신기술투자조합,47,와이지핀테크 기술 투자 조합
기타미확정지급보증,47,기타 확정 지급 보증
김용헌,47,김용
박병준,47,
박종무,47,
브이엘타우브사모투자합자회사,47,브이엘타우브 사모 투자 합자 회사
한국해상풍력주,47,한국 해상 풍력
에이치씨씨홀딩스주,47,에이치씨씨홀딩스
철도AT,47,철도 AT
발전설비,47,발전 설비
연구개발비용총계,46,연구 개발 비용 총계
기업공개코스닥시장상장,46,기업공개 코스닥 시장 상장
중간배당금,46,중간 배당
장기계약자산,46,장기 계약 자산
금융보증계약수익,46,금융 보증 계약 수익
거래금융기관,46,거래 금융 기관
시점수정지가변동률,46,시점 수정 지가 변동
공사손익변동,46,공사 손익 변동
파생상품부채비유동,46,파생 상품 부채 유동
기타자본잉여금변동,46,기타 자본 잉여금 변동
미지급금유동,46,지급금 유동
판매인센티브,46,판매 인센티브
당분기행사수량,46,분기 행사 수량
기타비유동자산주9,46,기타 유동 자산
무원가성,46,원가
채권평가충당금,46,채권 평가 충당금
특별계정기타포괄손익,46,특별 계정 기타 포괄 손익
상각후원가측정대출채권2,46,상각 원가 측정 대출 채권
제62회상각형조건부자본증권,46,상각 조건 자본 증권
일반장기보험등,46,일반 장기 보험
보험금융,46,보험 금융
퇴사율,46,퇴사
신용위험경감효과,46,신용 위험 경감 효과
연결손익계산서,46,연결 손익 계산서
보통주기본주당이익손실원,46,보통주 기본 이익 손실
회사채공모,46,회사채 공모
취득투자부동산,46,취득 투자 부동산
무상할당량,46,무상 할당량
매도가능증권평가손익,46,매도 가능 증권 평가 손익
네이버웹툰유,46,네이버 웹툰
정부제출배출권수량,46,정부 제출 배출 수량
자본잉여금주20,46,자본 잉여금
가상자산명,46,가상 자산
유동부가가치세미지급금,46,유동 부가 가치세 지급금
OCIGlobalLtd주1,46,OCIGlobalLtd
복구충당부채주1,46,복구 충당 부채
분할존속회사,46,분할 존속 회사
가산비지배지분,46,가산 지배 지분
CCC이하,46,CCC 이하
자체공사,46,자체 공사
기타포괄손익누적액,46,기타 포괄 손익 누적
채권합계특수관계자거래,46,채권 합계 특수 관계자 거래
채무합계특수관계자거래,46,채무 합계 특수 관계자 거래
해외투자자금,46,해외 투자 자금
SK디스커버리,46,SK 디스커버리
위험회피파생금융부채,46,위험 회피 파생 금융 부채
유무형자산처분손실조정,46,무형 자산 처분 손실 조정
지배기업소유주귀속분,46,지배 기업 소유주 귀속
가격변동성,46,가격 변동
매각예정분류,46,매각 예정 분류
관계기업투자및공동기업투자,46,관계 기업 투자 공동
주당순이익손실,46,순이익 손실
JR22VIETCOLTD,46,JR VIETCOLTD
기타주요약정사항및우발사항6,46,기타 주요 약정 사항 우발
무상할당이월,46,무상 할당 이월
해외시장개척비판관비,46,해외 시장 개척 비판
비일시적차이,46,일시 차이
V유형자산,46,유형 자산
VI무형자산,46,VI 무형 자산
5신종자본증권발행,46,신종 자본 증권 발행
6신종자본증권배당,46,신종 자본 증권 배당
종속기업신종자본증권발행,46,종속 기업 신종 자본 증권 발행
XI기타부채,46,XI 기타 부채
설경석,46,설경
삼성SDI,46,삼성 SDI
이창환,46,이창
잡비판관비,46,잡비 판관
재고자산회전율회수,46,재고 자산 회전 회수
국내상장종속기업수,46,국내 상장 종속 기업
관계종속공동기업평가방법,46,관계 종속 공동 기업 평가 방법
판매중,46,판매
기타생존보험,46,기타 생존 보험
생사혼합보험,46,생사 혼합 보험
SSIHolding1,46,SSIHolding
최대손실노출금액,46,최대 손실 노출 금액
임대수익발생부분,46,임대 수익 발생 부분
임대수익발생부분이외,46,임대 수익 발생 부분 이외
상각할인,46,상각 할인
보험서비스수익합계,46,보험 서비스 수익 합계
보험서비스비용합계,46,보험 서비스 비용 합계
신탁계정이익,46,신탁 계정 이익
기타사업비합계,46,기타 사업비 합계
급료및임금,46,급료 임금
장단기급여,46,단기 급여
허경옥,46,
동두천드림파워,46,동두천 드림 파워
비유동예수보증금,46,유동 예수 보증금
정선라임주,46,정선라임
비유동성매출채권,46,유동 매출 채권
연구관련시약및소모품구입,46,연구 관련 시약 소모품 구입
쥐피에스23제사차,46,쥐피에스 제사차
급여및퇴직급여,46,급여 퇴직
인터넷포털서비스및기타서비스,46,인터넷 포털 서비스 기타
상품및제품원가,46,상품 제품 원가
5차주식기준보상,46,주식 기준 보상
기타비유동금융부채2,46,기타 유동 금융 부채
기계장치외,46,기계 장치
오션베츠제일차주식회사,46,오션베츠제일차 주식회사
E계약,46,계약
계약상완성기한납품기한,46,계약 완성 기한 납품
기타채무부채,46,기타 채무 부채
강릉에코파워주,46,강릉 에코 파워
고흥큐파워솔라팜1호주식회사,46,고흥큐파워솔라팜1호 주식회사
276회그린FRN사모사채,46,그린 FRN 사모 사채
남이현,46,남이
주한화도시개발,46,주한 도시 개발
한화솔라파워주,46,한화솔라파워
이월분,46,이월
자본총계대비부채총계비율,46,자본 총계 대비 부채 비율
AI연구과제,46,AI 연구 과제
경영지원,46,경영 지원
장기성미수수익,46,장기 미수 수익
기말환율,45,기말 환율
투자부동산주14,45,투자 부동산
미수금비유동,45,미수금 유동
미수수익비유동,45,미수 수익 유동
대여금유동,45,대여금 유동
대여금비유동,45,대여금 유동
당분기말행사가능수량,45,당분 기말 행사 가능 수량
금융투자부문,45,금융 투자 부문
상품가입,45,상품 가입
재간접,45,간접
특별자산,45,특별 자산
가중부실자산A,45,가중 부실 자산
자산건전성분류대상자산B,45,자산 건전 분류 대상
제381회무보증사채,45,보증 사채
제72회상각형조건부자본증권,45,상각 조건 자본 증권
미사용한도,45,사용 한도
원화지급보증,45,원화 지급 보증
비철금속귀금속,45,금속 귀금속
선물계,45,선물
옵션계,45,옵션
법인세율변경효과,45,법인세 변경 효과
법인세비용주31,45,법인세 비용
61일이상90일이내,45,이상 이내
기업공개유가증권시장상장,45,기업 공개 유가 증권 시장 상장
미국달러원통화선도,45,미국 달러 통화 선도
상각및손상누계액,45,상각 손상 누계
W계약,45,계약
AE계약,45,AE 계약
AI계약,45,AI 계약
역할급,45,역할
AU계약,45,AU 계약
AV계약,45,AV 계약
AW계약,45,AW 계약
8기타비유동자산,45,기타 유동 자산
도시개발사업부문,45,도시 개발 사업 부문
유동성임대보증금,45,유동 임대 보증금
위험회피지정파생금융상품,45,위험 회피 지정 파생 금융 상품
기본주당순이익손실단위원,45,기본 순이익 손실 위원
기타비유동자산주8,45,기타 유동 자산
세액공제및농특세,45,세액 공제 농특세
현대아이이씨,45,현대아이이
장기수취채권,45,장기 수취 채권
시장위험환율,45,시장 위험 환율
유로스탁스50선물,45,유로스탁스 선물
보증관련우발부채,45,보증 관련 우발 부채
바이오의약품개발및상업화,45,바이오 의약품 개발 상업
공시가격,45,공시 가격
세아ESG신기술사업투자조합,45,세아 ESG 기술 사업 투자 조합
에이치디현대중공업주,45,에이치디 현대중공업
드림제일차주식회사,45,드림제일차 주식회사
취득처분등,45,취득 처분
엘에스일렉트릭주식회사,45,엘에스일렉트릭 주식회사
브라질우리은행,45,브라질 우리은행
홍콩우리투자은행,45,홍콩 우리 투자 은행
캄보디아우리은행,45,캄보디아 우리은행
파생상품부채위험회피목적,45,파생 상품 부채 위험 회피 목적
우리에이치피제일차주식회사,45,우리에이치피제일차 주식회사
신세계건설주식회사,45,신세계건설 주식회사
212회무보증사채,45,보증 사채
홍성철,45,홍성
파생상품이익,45,파생 상품 이익
수익접근법,45,수익 접근법
비와이케이제삼차주식회사,45,비와이케이제삼차 주식회사
뉴딜범어원,45,뉴딜 어원
주식회사위버스컴퍼니주5,45,주식회사위버스컴퍼니
음악사업부문,45,음악 사업 부문
사내이사대표이사外,45,사내 이사 대표
비상임이사사외이사,45,상임 이사 사외
김일배,45,김일
288회사모사채,45,사모 사채
Maxxsol01srl,45,Maxxsol srl
출자금관련손익,45,출자금 관련 손익
해상풍력유지보수,45,해상 풍력 유지 보수
해외사업손실준비금,45,해외 사업 손실 준비금
빅데이터연구과제,45,빅데이터 연구 과제
직접운영사업장,45,직접 운영 사업장
철도AP,45,철도 AP
현대종합특수강주,45,현대 종합 특수강
비유동환불부채,44,유동 환불 부채
주가매출액비율,44,주가 매출액 비율
운송료,44,운송
파생상품계약유형합계,44,파생 상품 계약 유형 합계
계약환율,44,계약 환율
기말계약잔액,44,기말 계약 잔액
제82회무보증사채,44,보증 사채
사업목적,44,사업 목적
지분법적용투자지분기말,44,지분 적용 투자 기말
보증여부,44,보증 여부
확정급여채무현재가치1,44,확정 급여 채무 현재 가치
사외적립자산공정가치2,44,사외 적립 자산 공정 가치
계약건수파생상품,44,계약 건수 파생 상품
취득원가자기주식,44,취득 원가 자기주식
공정가치자기주식,44,공정 가치 자기 주식
동력비판관비,44,동력 판관
금융수익조정,44,금융 수익 조정
기타매입특수관계자거래2,44,기타 매입 특수 관계자 거래
세전할인율,44,세전 할인
용역비판관비,44,용역비 판관
이현호,44,이현
선급금유동,44,선급금 유동
원가모형,44,원가 모형
자본잉여금주25,44,자본 잉여금
판매보증충당부채유동,44,판매 보증 충당 부채 유동
판매보증충당부채비유동,44,판매 보증 충당 부채 유동
단기차입금합계,44,단기 차입금 합계
체결대상자,44,체결 대상자
약정이행기간,44,약정 이행 기간
금융지급수수료,44,금융 지급 수수료
북경판링문화미디어유한회사,44,북경 문화 미디어 유한 회사
이익잉여금주22,44,이익 잉여금
자산관리,44,자산 관리
기타보험서비스비용,44,기타 보험 서비스 비용
가격위험,44,가격 위험
금리연동형,44,금리 연동
김재관,44,
적수자기주식,44,적수 자기주식
당기법인세부채주31,44,당기 법인세 부채
증가감소,44,증가 감소
X주당배당금,44,주당 배당금
외화파생상품,44,외화 파생 상품
보험가입처,44,보험 가입
신미남,44,미남
상승률,44,상승
특수관계자명칭,44,특수 관계자 명칭
